   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6482160e-01   7.2624851e-01   5.6196129e-01  -3.5999507e-01
   5.0043004e-01  -1.0801417e+01   1.0070956e-01   1.6453865e-01   7.2535327e-01   5.6205553e-01  -3.6177790e-01
   5.0093120e-01  -1.0801217e+01   1.0081013e-01   1.6425760e-01   7.2445296e-01   5.6214926e-01  -3.6355958e-01
   5.0143235e-01  -1.0801017e+01   1.0091071e-01   1.6397978e-01   7.2354936e-01   5.6224030e-01  -3.6533929e-01
   5.0193351e-01  -1.0800817e+01   1.0101128e-01   1.6370519e-01   7.2264247e-01   5.6232869e-01  -3.6711703e-01
   5.0243466e-01  -1.0800617e+01   1.0111185e-01   1.6343381e-01   7.2173232e-01   5.6241442e-01  -3.6889277e-01
   5.0293582e-01  -1.0800417e+01   1.0121243e-01   1.6316565e-01   7.2081889e-01   5.6249750e-01  -3.7066651e-01
   5.0343697e-01  -1.0800217e+01   1.0131300e-01   1.6290070e-01   7.1990220e-01   5.6257796e-01  -3.7243822e-01
   5.0393813e-01  -1.0800018e+01   1.0141357e-01   1.6263896e-01   7.1898224e-01   5.6265580e-01  -3.7420791e-01
   5.0443928e-01  -1.0799818e+01   1.0151415e-01   1.6238042e-01   7.1805904e-01   5.6273103e-01  -3.7597555e-01
   5.0494044e-01  -1.0799618e+01   1.0161472e-01   1.6212507e-01   7.1713259e-01   5.6280366e-01  -3.7774112e-01
   5.0544159e-01  -1.0799418e+01   1.0171529e-01   1.6187291e-01   7.1620289e-01   5.6287371e-01  -3.7950463e-01
   5.0594274e-01  -1.0799218e+01   1.0181587e-01   1.6162394e-01   7.1526996e-01   5.6294119e-01  -3.8126605e-01
   5.0644390e-01  -1.0799018e+01   1.0191644e-01   1.6137815e-01   7.1433379e-01   5.6300611e-01  -3.8302538e-01
   5.0694505e-01  -1.0798818e+01   1.0201701e-01   1.6113553e-01   7.1339441e-01   5.6306849e-01  -3.8478259e-01
   5.0744621e-01  -1.0798618e+01   1.0211759e-01   1.6089608e-01   7.1245180e-01   5.6312832e-01  -3.8653768e-01
   5.0794736e-01  -1.0798419e+01   1.0221816e-01   1.6065980e-01   7.1150598e-01   5.6318564e-01  -3.8829063e-01
   5.0844852e-01  -1.0798219e+01   1.0231873e-01   1.6042667e-01   7.1055695e-01   5.6324044e-01  -3.9004143e-01
   5.0894967e-01  -1.0798019e+01   1.0241931e-01   1.6019670e-01   7.0960471e-01   5.6329274e-01  -3.9179007e-01
   5.0945083e-01  -1.0797819e+01   1.0251988e-01   1.5996988e-01   7.0864928e-01   5.6334255e-01  -3.9353654e-01
   5.0995198e-01  -1.0797619e+01   1.0262045e-01   1.5974620e-01   7.0769066e-01   5.6338988e-01  -3.9528081e-01
   5.1045314e-01  -1.0797419e+01   1.0272103e-01   1.5952565e-01   7.0672886e-01   5.6343475e-01  -3.9702289e-01
   5.1095429e-01  -1.0797219e+01   1.0282160e-01   1.5930824e-01   7.0576387e-01   5.6347716e-01  -3.9876276e-01
   5.1145545e-01  -1.0797020e+01   1.0292217e-01   1.5909396e-01   7.0479571e-01   5.6351713e-01  -4.0050039e-01
   5.1195660e-01  -1.0796820e+01   1.0302275e-01   1.5888279e-01   7.0382438e-01   5.6355467e-01  -4.0223580e-01
   5.1245776e-01  -1.0796620e+01   1.0312332e-01   1.5867474e-01   7.0284988e-01   5.6358979e-01  -4.0396895e-01
   5.1295891e-01  -1.0796420e+01   1.0322389e-01   1.5846979e-01   7.0187223e-01   5.6362251e-01  -4.0569984e-01
   5.1346007e-01  -1.0796220e+01   1.0332447e-01   1.5826795e-01   7.0089143e-01   5.6365282e-01  -4.0742846e-01
   5.1396122e-01  -1.0796020e+01   1.0342504e-01   1.5806921e-01   6.9990748e-01   5.6368076e-01  -4.0915479e-01
   5.1446238e-01  -1.0795820e+01   1.0352561e-01   1.5787355e-01   6.9892040e-01   5.6370632e-01  -4.1087883e-01
   5.1496353e-01  -1.0795620e+01   1.0362619e-01   1.5768099e-01   6.9793017e-01   5.6372951e-01  -4.1260055e-01
   5.1546469e-01  -1.0795421e+01   1.0372676e-01   1.5749150e-01   6.9693682e-01   5.6375036e-01  -4.1431995e-01
   5.1596584e-01  -1.0795221e+01   1.0382733e-01   1.5730508e-01   6.9594035e-01   5.6376887e-01  -4.1603702e-01
   5.1646700e-01  -1.0795021e+01   1.0392790e-01   1.5712173e-01   6.9494075e-01   5.6378506e-01  -4.1775175e-01
   5.1696815e-01  -1.0794821e+01   1.0402848e-01   1.5694144e-01   6.9393805e-01   5.6379892e-01  -4.1946411e-01
   5.1746931e-01  -1.0794621e+01   1.0412905e-01   1.5676420e-01   6.9293224e-01   5.6381049e-01  -4.2117411e-01
   5.1797046e-01  -1.0794421e+01   1.0422962e-01   1.5659001e-01   6.9192333e-01   5.6381976e-01  -4.2288173e-01
   5.1847161e-01  -1.0794221e+01   1.0433020e-01   1.5641887e-01   6.9091132e-01   5.6382675e-01  -4.2458696e-01
   5.1897277e-01  -1.0794022e+01   1.0443077e-01   1.5625075e-01   6.8989622e-01   5.6383147e-01  -4.2628978e-01
   5.1947392e-01  -1.0793822e+01   1.0453134e-01   1.5608567e-01   6.8887804e-01   5.6383393e-01  -4.2799019e-01
   5.1997508e-01  -1.0793622e+01   1.0463192e-01   1.5592361e-01   6.8785679e-01   5.6383415e-01  -4.2968817e-01
   5.2047623e-01  -1.0793422e+01   1.0473249e-01   1.5576457e-01   6.8683246e-01   5.6383213e-01  -4.3138371e-01
   5.2097739e-01  -1.0793222e+01   1.0483306e-01   1.5560853e-01   6.8580506e-01   5.6382788e-01  -4.3307681e-01
   5.2147854e-01  -1.0793022e+01   1.0493364e-01   1.5545550e-01   6.8477460e-01   5.6382142e-01  -4.3476745e-01
   5.2197970e-01  -1.0792822e+01   1.0503421e-01   1.5530546e-01   6.8374109e-01   5.6381276e-01  -4.3645561e-01
   5.2248085e-01  -1.0792622e+01   1.0513478e-01   1.5515842e-01   6.8270453e-01   5.6380191e-01  -4.3814130e-01
   5.2298201e-01  -1.0792423e+01   1.0523536e-01   1.5501435e-01   6.8166493e-01   5.6378888e-01  -4.3982449e-01
