  -7.2475461e-04  -1.1001284e+01   1.3628177e-04   7.0710678e-01   0.0000000e+00   0.0000000e+00   7.0710678e-01
  -2.2359982e-04  -1.1001084e+01   2.3685505e-04   7.0698816e-01   1.5319038e-03   8.2523262e-04   7.0722324e-01
   2.7755498e-04  -1.1000884e+01   3.3742833e-04   7.0686803e-01   3.0635107e-03   1.6509996e-03   7.0733689e-01
   7.7870978e-04  -1.1000684e+01   4.3800161e-04   7.0674636e-01   4.5948072e-03   2.4773083e-03   7.0744776e-01
   1.2798646e-03  -1.1000484e+01   5.3857488e-04   7.0662314e-01   6.1257731e-03   3.3041597e-03   7.0755586e-01
   1.7810194e-03  -1.1000284e+01   6.3914816e-04   7.0649841e-01   7.6564278e-03   4.1315303e-03   7.0766116e-01
   2.2821742e-03  -1.1000084e+01   7.3972144e-04   7.0637214e-01   9.1867496e-03   4.9594306e-03   7.0776367e-01
   2.7833290e-03  -1.0999885e+01   8.4029472e-04   7.0624433e-01   1.0716749e-02   5.7878555e-03   7.0786341e-01
   3.2844838e-03  -1.0999685e+01   9.4086800e-04   7.0611501e-01   1.2246414e-02   6.6167903e-03   7.0796033e-01
   3.7856386e-03  -1.0999485e+01   1.0414413e-03   7.0598414e-01   1.3775733e-02   7.4462407e-03   7.0805450e-01
   4.2867934e-03  -1.0999285e+01   1.1420146e-03   7.0585174e-01   1.5304719e-02   8.2762050e-03   7.0814588e-01
   4.7879482e-03  -1.0999085e+01   1.2425878e-03   7.0571780e-01   1.6833359e-02   9.1066659e-03   7.0823449e-01
   5.2891029e-03  -1.0998885e+01   1.3431611e-03   7.0558231e-01   1.8361650e-02   9.9376251e-03   7.0832034e-01
   5.7902577e-03  -1.0998685e+01   1.4437344e-03   7.0544531e-01   1.9889583e-02   1.0769085e-02   7.0840337e-01
   6.2914125e-03  -1.0998486e+01   1.5443077e-03   7.0530676e-01   2.1417163e-02   1.1601039e-02   7.0848366e-01
   6.7925673e-03  -1.0998286e+01   1.6448809e-03   7.0516668e-01   2.2944380e-02   1.2433472e-02   7.0856116e-01
   7.2937221e-03  -1.0998086e+01   1.7454542e-03   7.0502507e-01   2.4471240e-02   1.3266391e-02   7.0863588e-01
   7.7948769e-03  -1.0997886e+01   1.8460275e-03   7.0488190e-01   2.5997720e-02   1.4099795e-02   7.0870785e-01
   8.2960317e-03  -1.0997686e+01   1.9466008e-03   7.0473720e-01   2.7523824e-02   1.4933661e-02   7.0877705e-01
   8.7971865e-03  -1.0997486e+01   2.0471741e-03   7.0459097e-01   2.9049562e-02   1.5768007e-02   7.0884347e-01
   9.2983413e-03  -1.0997286e+01   2.1477473e-03   7.0444316e-01   3.0574907e-02   1.6602816e-02   7.0890715e-01
   9.7994961e-03  -1.0997086e+01   2.2483206e-03   7.0429385e-01   3.2099877e-02   1.7438097e-02   7.0896804e-01
   1.0300651e-02  -1.0996887e+01   2.3488939e-03   7.0414299e-01   3.3624448e-02   1.8273821e-02   7.0902618e-01
   1.0801806e-02  -1.0996687e+01   2.4494672e-03   7.0399058e-01   3.5148642e-02   1.9109997e-02   7.0908155e-01
   1.1302961e-02  -1.0996487e+01   2.5500405e-03   7.0383665e-01   3.6672423e-02   1.9946631e-02   7.0913414e-01
   1.1804115e-02  -1.0996287e+01   2.6506137e-03   7.0368114e-01   3.8195811e-02   2.0783710e-02   7.0918402e-01
   1.2305270e-02  -1.0996087e+01   2.7511870e-03   7.0352411e-01   3.9718800e-02   2.1621227e-02   7.0923111e-01
   1.2806425e-02  -1.0995887e+01   2.8517603e-03   7.0336552e-01   4.1241371e-02   2.2459177e-02   7.0927546e-01
   1.3307580e-02  -1.0995687e+01   2.9523336e-03   7.0320540e-01   4.2763533e-02   2.3297559e-02   7.0931704e-01
   1.3808734e-02  -1.0995488e+01   3.0529068e-03   7.0304375e-01   4.4285280e-02   2.4136374e-02   7.0935586e-01
   1.4309889e-02  -1.0995288e+01   3.1534801e-03   7.0288052e-01   4.5806614e-02   2.4975612e-02   7.0939196e-01
   1.4811044e-02  -1.0995088e+01   3.2540534e-03   7.0271578e-01   4.7327507e-02   2.5815268e-02   7.0942527e-01
   1.5312199e-02  -1.0994888e+01   3.3546267e-03   7.0254946e-01   4.8847986e-02   2.6655337e-02   7.0945586e-01
   1.5813354e-02  -1.0994688e+01   3.4552000e-03   7.0238161e-01   5.0368025e-02   2.7495820e-02   7.0948370e-01
   1.6314508e-02  -1.0994488e+01   3.5557732e-03   7.0221221e-01   5.1887627e-02   2.8336713e-02   7.0950878e-01
   1.6815663e-02  -1.0994288e+01   3.6563465e-03   7.0204128e-01   5.3406796e-02   2.9177995e-02   7.0953112e-01
   1.7316818e-02  -1.0994088e+01   3.7569198e-03   7.0186879e-01   5.4925524e-02   3.0019690e-02   7.0955071e-01
   1.7817973e-02  -1.0993889e+01   3.8574931e-03   7.0169476e-01   5.6443799e-02   3.0861774e-02   7.0956756e-01
   1.8319128e-02  -1.0993689e+01   3.9580663e-03   7.0151918e-01   5.7961620e-02   3.1704246e-02   7.0958166e-01
   1.8820282e-02  -1.0993489e+01   4.0586396e-03   7.0134205e-01   5.9478995e-02   3.2547097e-02   7.0959303e-01
   1.9321437e-02  -1.0993289e+01   4.1592129e-03   7.0116336e-01   6.0995902e-02   3.3390334e-02   7.0960167e-01
   1.9822592e-02  -1.0993089e+01   4.2597862e-03   7.0098312e-01   6.2512351e-02   3.4233954e-02   7.0960757e-01
   2.0323747e-02  -1.0992889e+01   4.3603595e-03   7.0080134e-01   6.4028336e-02   3.5077948e-02   7.0961074e-01
   2.0824902e-02  -1.0992689e+01   4.4609327e-03   7.0061800e-01   6.5543845e-02   3.5922306e-02   7.0961117e-01
   2.1326056e-02  -1.0992490e+01   4.5615060e-03   7.0043312e-01   6.7058878e-02   3.6767030e-02   7.0960886e-01
   2.1827211e-02  -1.0992290e+01   4.6620793e-03   7.0024671e-01   6.8573446e-02   3.7612102e-02   7.0960381e-01
   2.2328366e-02  -1.0992090e+01   4.7626526e-03   7.0005874e-01   7.0087524e-02   3.8457549e-02   7.0959602e-01
